date,season,home,away,home_score,away_score,home_win_price,away_win_price,draw_price,outcome
2021-11-03,2021,Austin FC,Sporting Kansas City,3,1,194,127,269,1
2021-11-03,2021,CF Montreal,Houston Dynamo,2,0,-208,547,355,1
2021-11-03,2021,New York Red Bulls,Atlanta Utd,0,0,-102,313,229,3
2021-11-02,2021,Los Angeles FC,Vancouver Whitecaps,1,1,-149,392,304,3
2021-11-01,2021,Seattle Sounders,Los Angeles Galaxy,1,1,-132,346,285,3
2021-10-31,2021,Philadelphia Union,FC Cincinnati,2,0,-333,842,453,1
2021-10-31,2021,Orlando City,Nashville SC,1,1,125,237,220,3
2021-10-31,2021,Houston Dynamo,Colorado Rapids,0,1,221,116,259,2
2021-10-31,2021,Minnesota United,Sporting Kansas City,2,1,102,250,266,1
2021-10-30,2021,FC Dallas,Austin FC,2,1,104,252,272,1
2021-10-30,2021,DC United,Columbus Crew,1,3,-143,379,289,2
2021-10-30,2021,Atlanta Utd,Toronto FC,1,1,-278,663,422,3
2021-10-30,2021,New York Red Bulls,CF Montreal,1,0,-161,463,292,1
2021-10-30,2021,Real Salt Lake,San Jose Earthquakes,3,4,-175,426,341,2
2021-10-30,2021,Inter Miami,New York City,1,3,334,-133,297,2
2021-10-27,2021,Portland Timbers,San Jose Earthquakes,2,0,-135,318,313,1
2021-10-27,2021,Vancouver Whitecaps,Minnesota United,2,1,146,187,235,1
2021-10-27,2021,Sporting Kansas City,Los Angeles Galaxy,2,0,-102,254,277,1
2021-10-27,2021,FC Dallas,Real Salt Lake,1,2,108,231,271,2
2021-10-27,2021,Columbus Crew,Orlando City,3,2,150,185,231,1
2021-10-27,2021,DC United,New York Red Bulls,1,0,124,217,241,1
2021-10-27,2021,New York City,Chicago Fire,1,0,-286,691,432,1
2021-10-27,2021,Toronto FC,Philadelphia Union,2,2,170,152,248,3
2021-10-27,2021,Atlanta Utd,Inter Miami,2,1,-213,541,363,1
2021-10-27,2021,FC Cincinnati,Nashville SC,3,6,359,-125,256,2
2021-10-27,2021,New England Revolution,Colorado Rapids,1,0,-208,496,373,1
2021-10-26,2021,Los Angeles FC,Seattle Sounders,3,0,-101,262,262,1
2021-10-24,2021,Orlando City,New England Revolution,2,2,-114,294,282,3
2021-10-24,2021,Austin FC,Houston Dynamo,2,1,118,208,273,1
2021-10-23,2021,Los Angeles Galaxy,FC Dallas,2,2,-182,445,347,3
2021-10-23,2021,San Jose Earthquakes,Vancouver Whitecaps,1,1,140,187,249,3
2021-10-23,2021,Colorado Rapids,Portland Timbers,2,0,-172,437,322,1
2021-10-23,2021,Chicago Fire,Real Salt Lake,1,0,102,238,278,1
2021-10-23,2021,Inter Miami,FC Cincinnati,5,1,-175,443,325,1
2021-10-23,2021,Minnesota United,Los Angeles FC,1,1,131,194,254,3
2021-10-23,2021,New York City,DC United,6,0,-112,301,265,1
2021-10-23,2021,Philadelphia Union,Nashville SC,1,0,-114,346,235,1
2021-10-23,2021,Toronto FC,CF Montreal,1,1,173,152,249,3
2021-10-23,2021,Columbus Crew,New York Red Bulls,1,2,159,183,217,2
2021-10-23,2021,Seattle Sounders,Sporting Kansas City,1,2,100,273,248,2
2021-10-20,2021,San Jose Earthquakes,Austin FC,4,0,104,235,281,1
2021-10-20,2021,Portland Timbers,Vancouver Whitecaps,2,3,-122,313,285,2
2021-10-20,2021,Colorado Rapids,Seattle Sounders,1,1,-106,289,254,3
2021-10-20,2021,Houston Dynamo,Los Angeles Galaxy,0,3,140,177,260,2
2021-10-20,2021,Nashville SC,Columbus Crew,1,1,-122,387,239,3
2021-10-20,2021,FC Dallas,Los Angeles FC,2,3,186,136,256,2
2021-10-20,2021,Minnesota United,Philadelphia Union,3,2,120,220,247,1
2021-10-20,2021,Atlanta Utd,New York City,1,1,156,170,241,3
2021-10-20,2021,DC United,New England Revolution,2,3,144,174,261,2
2021-10-20,2021,FC Cincinnati,Chicago Fire,3,4,160,156,259,2
2021-10-20,2021,Inter Miami,Toronto FC,3,0,120,212,261,1
2021-10-20,2021,Orlando City,CF Montreal,1,1,-120,317,272,3
2021-10-17,2021,Vancouver Whitecaps,Sporting Kansas City,2,1,177,143,261,1
2021-10-17,2021,New York Red Bulls,New York City,1,0,167,169,227,1
2021-10-16,2021,Los Angeles Galaxy,Portland Timbers,2,1,-118,299,285,1
2021-10-16,2021,Real Salt Lake,Colorado Rapids,3,1,163,162,246,1
2021-10-16,2021,Austin FC,Minnesota United,0,1,145,177,250,2
2021-10-16,2021,Houston Dynamo,Seattle Sounders,2,1,149,181,238,1
2021-10-16,2021,DC United,Nashville SC,0,0,108,265,236,3
2021-10-16,2021,FC Cincinnati,Orlando City,0,1,225,118,254,2
2021-10-16,2021,Toronto FC,Atlanta Utd,0,2,133,192,261,2
2021-10-16,2021,New England Revolution,Chicago Fire,2,2,-263,629,434,3
2021-10-16,2021,Columbus Crew,Inter Miami,4,0,-147,415,286,1
2021-10-16,2021,Los Angeles FC,San Jose Earthquakes,3,1,-169,440,321,1
2021-10-16,2021,CF Montreal,Philadelphia Union,2,2,123,221,244,3
2021-10-10,2021,Minnesota United,Colorado Rapids,1,3,100,269,256,2
2021-10-09,2021,Seattle Sounders,Vancouver Whitecaps,4,1,-123,378,244,1
2021-10-09,2021,FC Cincinnati,Philadelphia Union,1,2,191,140,244,2
2021-10-09,2021,New York Red Bulls,Inter Miami,1,0,-196,594,305,1
2021-10-03,2021,Seattle Sounders,Colorado Rapids,3,0,112,277,216,1
2021-10-03,2021,Los Angeles Galaxy,Los Angeles FC,1,1,131,186,271,3
2021-10-03,2021,Portland Timbers,Inter Miami,1,0,-123,324,277,1
2021-10-03,2021,Philadelphia Union,Columbus Crew,3,0,-125,347,268,1
2021-10-03,2021,Sporting Kansas City,Houston Dynamo,4,2,-161,428,312,1
2021-10-03,2021,Toronto FC,Chicago Fire,3,1,-105,257,288,1
2021-10-03,2021,New York City,Nashville SC,0,0,-111,308,261,3
2021-10-02,2021,Vancouver Whitecaps,San Jose Earthquakes,3,0,114,225,260,1
2021-10-02,2021,FC Dallas,Minnesota United,0,0,112,233,261,3
2021-10-02,2021,FC Cincinnati,New York Red Bulls,0,1,231,112,264,2
2021-10-02,2021,Orlando City,DC United,2,1,133,189,264,1
2021-10-02,2021,CF Montreal,Atlanta Utd,2,1,108,242,263,1
2021-10-02,2021,Austin FC,Real Salt Lake,2,1,122,199,277,1
2021-09-29,2021,Los Angeles FC,Portland Timbers,1,2,-145,353,324,2
2021-09-29,2021,San Jose Earthquakes,Seattle Sounders,1,3,165,179,219,2
2021-09-29,2021,Real Salt Lake,Los Angeles Galaxy,2,1,112,222,269,1
2021-09-29,2021,Colorado Rapids,Austin FC,3,0,-233,599,387,1
2021-09-29,2021,Houston Dynamo,Vancouver Whitecaps,0,0,-133,349,294,3
2021-09-29,2021,Nashville SC,Orlando City,2,2,-149,428,279,3
2021-09-29,2021,Chicago Fire,New York City,2,0,240,108,262,1
2021-09-29,2021,FC Dallas,Sporting Kansas City,1,3,110,218,285,2
2021-09-29,2021,CF Montreal,New England Revolution,1,4,189,134,266,2
2021-09-29,2021,DC United,Minnesota United,3,1,-161,428,313,1
2021-09-29,2021,New York Red Bulls,Philadelphia Union,1,1,131,225,224,3
2021-09-29,2021,Atlanta Utd,Inter Miami,1,0,-208,544,359,1
2021-09-29,2021,Toronto FC,FC Cincinnati,3,2,-122,313,289,1
2021-09-26,2021,Austin FC,Los Angeles Galaxy,2,0,175,134,281,1
2021-09-26,2021,Sporting Kansas City,Seattle Sounders,1,2,-101,278,250,2
2021-09-26,2021,Chicago Fire,Nashville SC,0,0,171,161,235,3
2021-09-25,2021,Portland Timbers,Real Salt Lake,6,1,102,240,284,1
2021-09-25,2021,San Jose Earthquakes,Los Angeles FC,2,0,166,154,258,1
2021-09-25,2021,Vancouver Whitecaps,FC Dallas,1,0,124,209,254,1
2021-09-25,2021,Colorado Rapids,Toronto FC,0,0,-227,556,380,3
2021-09-25,2021,Minnesota United,Houston Dynamo,2,0,-128,334,285,1
2021-09-25,2021,New York City,New York Red Bulls,0,1,-147,405,287,2
2021-09-25,2021,Columbus Crew,CF Montreal,2,1,127,204,252,1
2021-09-25,2021,DC United,FC Cincinnati,4,2,-208,539,354,1
2021-09-25,2021,New England Revolution,Orlando City,2,1,-169,407,343,1
2021-09-25,2021,Philadelphia Union,Atlanta Utd,1,0,-111,284,272,1
2021-09-22,2021,Chicago Fire,New England Revolution,2,3,131,192,260,2
2021-09-22,2021,New York Red Bulls,New York City,1,1,204,127,252,3
2021-09-22,2021,Inter Miami,Nashville SC,1,5,239,125,222,2
2021-09-19,2021,Colorado Rapids,Vancouver Whitecaps,1,1,-175,467,315,3
2021-09-19,2021,Portland Timbers,Los Angeles FC,2,1,154,163,258,1
2021-09-19,2021,Philadelphia Union,Orlando City,3,1,-159,429,301,1
2021-09-19,2021,CF Montreal,Chicago Fire,2,0,-161,388,337,1
2021-09-18,2021,Houston Dynamo,FC Dallas,3,2,119,215,262,1
2021-09-18,2021,Real Salt Lake,Seattle Sounders,1,0,127,209,244,1
2021-09-18,2021,Austin FC,San Jose Earthquakes,3,4,112,215,284,2
2021-09-18,2021,Minnesota United,Los Angeles Galaxy,3,0,-128,316,298,1
2021-09-18,2021,FC Cincinnati,New York City,1,2,363,-145,307,2
2021-09-18,2021,Toronto FC,Nashville SC,2,1,229,122,237,1
2021-09-18,2021,New England Revolution,Columbus Crew,1,1,-263,666,409,3
2021-09-18,2021,Atlanta Utd,DC United,3,2,104,243,265,1
2021-09-17,2021,Inter Miami,New York Red Bulls,0,4,112,252,233,2
2021-09-15,2021,Los Angeles Galaxy,Houston Dynamo,1,1,-137,344,300,3
2021-09-15,2021,San Jose Earthquakes,Real Salt Lake,3,4,112,242,250,2
2021-09-15,2021,Portland Timbers,Colorado Rapids,2,2,121,213,256,3
2021-09-15,2021,Austin FC,Los Angeles FC,1,2,185,131,272,2
2021-09-15,2021,Sporting Kansas City,Minnesota United,4,0,-116,301,279,1
2021-09-15,2021,DC United,Chicago Fire,3,0,-175,440,330,1
2021-09-15,2021,Orlando City,CF Montreal,2,4,-120,305,287,2
2021-09-15,2021,Atlanta Utd,FC Cincinnati,4,0,-244,612,396,1
2021-09-14,2021,Columbus Crew,New York Red Bulls,2,1,112,241,250,1
2021-09-14,2021,New York City,FC Dallas,3,3,-244,590,401,3
2021-09-14,2021,Toronto FC,Inter Miami,0,1,110,245,249,2
2021-09-12,2021,Los Angeles FC,Real Salt Lake,3,2,-200,507,354,1
2021-09-11,2021,FC Dallas,San Jose Earthquakes,1,1,-109,270,282,3
2021-09-11,2021,Houston Dynamo,Austin FC,3,0,-102,260,273,1
2021-09-11,2021,Sporting Kansas City,Chicago Fire,2,0,-164,415,326,1
2021-09-11,2021,CF Montreal,Nashville SC,0,1,125,224,236,2
2021-09-11,2021,FC Cincinnati,Toronto FC,2,0,104,239,276,1
2021-09-11,2021,Inter Miami,Columbus Crew,1,0,-106,305,244,1
2021-09-11,2021,New England Revolution,New York City,2,1,150,168,261,1
2021-09-11,2021,New York Red Bulls,DC United,1,1,125,212,247,3
2021-09-11,2021,Seattle Sounders,Minnesota United,1,0,106,264,244,1
2021-09-11,2021,Colorado Rapids,Los Angeles Galaxy,1,1,-145,346,323,3
2021-09-10,2021,Vancouver Whitecaps,Portland Timbers,0,1,127,198,259,2
2021-09-10,2021,Atlanta Utd,Orlando City,3,0,141,179,258,1
2021-09-04,2021,San Jose Earthquakes,Colorado Rapids,0,1,144,181,248,2
2021-09-04,2021,FC Cincinnati,Inter Miami,0,1,156,175,234,2
2021-09-04,2021,Real Salt Lake,FC Dallas,3,2,-111,287,273,1
2021-09-04,2021,Orlando City,Columbus Crew,3,2,-128,355,269,1
2021-09-04,2021,Vancouver Whitecaps,Austin FC,2,1,104,238,273,1
2021-09-03,2021,Los Angeles FC,Sporting Kansas City,4,0,122,210,260,1
2021-09-03,2021,Houston Dynamo,Portland Timbers,0,2,110,225,275,2
2021-09-03,2021,Nashville SC,New York City,3,1,165,166,234,1
2021-09-03,2021,Philadelphia Union,New England Revolution,0,1,162,154,256,2
2021-08-29,2021,Seattle Sounders,Portland Timbers,0,2,-156,416,305,2
2021-08-29,2021,Vancouver Whitecaps,Real Salt Lake,4,1,120,233,238,1
2021-08-29,2021,Austin FC,FC Dallas,3,5,102,262,258,2
2021-08-28,2021,Houston Dynamo,Minnesota United,1,2,120,221,248,2
2021-08-28,2021,Sporting Kansas City,Colorado Rapids,1,1,-115,292,282,3
2021-08-28,2021,DC United,Philadelphia Union,3,1,131,202,247,1
2021-08-28,2021,New York City,New England Revolution,2,0,-159,380,330,1
2021-08-28,2021,Los Angeles FC,Los Angeles Galaxy,3,3,-161,375,348,3
2021-08-28,2021,New York Red Bulls,Chicago Fire,0,1,-132,347,283,2
2021-08-28,2021,Atlanta Utd,Nashville SC,0,2,131,211,236,2
2021-08-27,2021,Orlando City,Inter Miami,0,0,-101,283,247,3
2021-08-27,2021,CF Montreal,Toronto FC,3,1,-104,254,285,1
2021-08-27,2021,Columbus Crew,FC Cincinnati,3,2,-127,375,256,1
2021-08-25,2021,MLS All-Stars,Liga MX All-Stars,2,1,-101,188,318,3
2021-08-21,2021,Vancouver Whitecaps,Los Angeles FC,2,1,321,-128,296,1
2021-08-21,2021,Austin FC,Portland Timbers,3,1,102,252,263,1
2021-08-21,2021,Colorado Rapids,Real Salt Lake,2,1,-141,371,292,1
2021-08-21,2021,Houston Dynamo,FC Dallas,2,2,123,229,234,3
2021-08-21,2021,DC United,Atlanta Utd,1,2,106,252,252,2
2021-08-21,2021,Inter Miami,Toronto FC,3,1,114,234,249,1
2021-08-21,2021,New England Revolution,FC Cincinnati,4,1,-200,524,348,1
2021-08-21,2021,Orlando City,Chicago Fire,1,0,-154,413,295,1
2021-08-21,2021,Philadelphia Union,CF Montreal,1,1,-164,454,301,3
2021-08-21,2021,Columbus Crew,Seattle Sounders,1,2,149,185,233,2
2021-08-21,2021,Minnesota United,Sporting Kansas City,0,0,131,200,252,3
2021-08-20,2021,Los Angeles Galaxy,San Jose Earthquakes,1,2,-130,334,289,2
2021-08-18,2021,Real Salt Lake,Houston Dynamo,2,1,-141,380,281,1
2021-08-18,2021,Austin FC,Vancouver Whitecaps,1,2,-167,453,301,2
2021-08-18,2021,FC Dallas,Seattle Sounders,0,1,106,258,245,2
2021-08-18,2021,Nashville SC,Orlando City,1,1,-137,405,264,3
2021-08-18,2021,Sporting Kansas City,Portland Timbers,1,1,-185,428,363,3
2021-08-18,2021,New York Red Bulls,Columbus Crew,1,0,-111,307,252,1
2021-08-18,2021,FC Cincinnati,CF Montreal,0,0,142,183,247,3
2021-08-18,2021,Inter Miami,Chicago Fire,3,2,100,270,254,1
2021-08-18,2021,Philadelphia Union,New York City,1,0,149,165,261,1
2021-08-18,2021,Atlanta Utd,Toronto FC,1,0,-192,467,359,1
2021-08-18,2021,New England Revolution,DC United,3,2,-152,395,301,1
2021-08-17,2021,Los Angeles Galaxy,Colorado Rapids,1,2,108,235,268,2
2021-08-17,2021,San Jose Earthquakes,Minnesota United,1,1,133,199,247,3
2021-08-15,2021,Portland Timbers,Seattle Sounders,2,6,152,181,229,2
2021-08-15,2021,Nashville SC,DC United,5,2,106,280,229,1
2021-08-15,2021,Chicago Fire,Columbus Crew,1,0,134,197,248,1
2021-08-15,2021,Atlanta Utd,Los Angeles FC,1,0,150,162,271,1
2021-08-14,2021,Real Salt Lake,Austin FC,1,0,-112,301,263,1
2021-08-14,2021,FC Dallas,Sporting Kansas City,0,2,156,170,240,2
2021-08-14,2021,Houston Dynamo,Colorado Rapids,1,3,152,183,229,2
2021-08-14,2021,CF Montreal,New York Red Bulls,2,1,136,192,247,1
2021-08-14,2021,New York City,Inter Miami,2,0,-250,662,387,1
2021-08-14,2021,Toronto FC,New England Revolution,1,2,170,147,262,2
2021-08-14,2021,Minnesota United,Los Angeles Galaxy,0,1,-152,362,325,2
2021-08-13,2021,San Jose Earthquakes,Vancouver Whitecaps,0,0,-154,430,293,3
2021-08-08,2021,DC United,CF Montreal,2,1,-175,475,315,1
2021-08-08,2021,Los Angeles Galaxy,Vancouver Whitecaps,1,1,-185,473,338,3
2021-08-08,2021,San Jose Earthquakes,Los Angeles FC,2,1,242,-102,295,1
2021-08-08,2021,Chicago Fire,New York Red Bulls,2,1,168,150,257,1
2021-08-08,2021,Inter Miami,Nashville SC,2,1,165,181,211,1
2021-08-08,2021,New England Revolution,Philadelphia Union,2,1,-175,458,319,1
2021-08-07,2021,Portland Timbers,Real Salt Lake,3,2,-112,283,278,1
2021-08-07,2021,Colorado Rapids,Sporting Kansas City,0,0,-112,283,282,3
2021-08-07,2021,FC Dallas,Austin FC,2,0,-105,272,266,1
2021-08-07,2021,Minnesota United,Houston Dynamo,2,0,-147,400,293,1
2021-08-07,2021,Toronto FC,New York City,2,2,243,104,272,3
2021-08-07,2021,Columbus Crew,Atlanta Utd,2,3,-105,303,246,2
2021-08-07,2021,FC Cincinnati,Orlando City,1,1,139,185,254,3
2021-08-04,2021,Los Angeles FC,Sporting Kansas City,1,4,-145,363,312,2
2021-08-04,2021,Los Angeles Galaxy,Real Salt Lake,1,0,-127,320,295,1
2021-08-04,2021,Portland Timbers,San Jose Earthquakes,1,1,-120,301,292,3
2021-08-04,2021,Seattle Sounders,FC Dallas,1,1,-133,353,284,3
2021-08-04,2021,Austin FC,Houston Dynamo,3,2,-108,298,254,1
2021-08-04,2021,Chicago Fire,New York City,0,0,268,-115,305,3
2021-08-04,2021,New York Red Bulls,FC Cincinnati,0,0,-147,405,287,3
2021-08-04,2021,Orlando City,Inter Miami,1,1,-167,425,328,3
2021-08-04,2021,CF Montreal,Atlanta Utd,2,2,-104,262,280,3
2021-08-04,2021,Columbus Crew,DC United,2,4,125,237,222,2
2021-08-04,2021,Philadelphia Union,Toronto FC,3,0,-164,417,321,1
2021-08-04,2021,New England Revolution,Nashville SC,0,0,-161,448,299,3
2021-08-01,2021,Toronto FC,Nashville SC,1,1,142,192,239,3
2021-08-01,2021,Philadelphia Union,Chicago Fire,1,1,-192,453,373,3
2021-07-31,2021,Vancouver Whitecaps,Minnesota United,2,2,239,112,252,3
2021-07-31,2021,Austin FC,Colorado Rapids,0,1,-103,278,258,2
2021-07-31,2021,Houston Dynamo,Real Salt Lake,0,0,121,237,231,3
2021-07-31,2021,Sporting Kansas City,FC Dallas,1,2,-172,434,333,2
2021-07-31,2021,Inter Miami,CF Montreal,2,1,114,233,254,1
2021-07-31,2021,FC Cincinnati,DC United,0,0,145,194,229,3
2021-07-31,2021,New York Red Bulls,New England Revolution,2,3,124,198,273,2
2021-07-31,2021,Seattle Sounders,San Jose Earthquakes,0,1,-145,401,285,2
2021-07-30,2021,Los Angeles Galaxy,Portland Timbers,4,1,100,239,286,1
2021-07-30,2021,Orlando City,Atlanta Utd,3,2,-130,328,291,1
2021-07-30,2021,New York City,Columbus Crew,4,1,-179,470,323,1
2021-07-28,2021,Los Angeles FC,Minnesota United,2,2,-233,570,396,3
2021-07-25,2021,Seattle Sounders,Sporting Kansas City,1,3,129,200,252,2
2021-07-25,2021,DC United,New York Red Bulls,1,0,137,204,234,1
2021-07-25,2021,Inter Miami,Philadelphia Union,1,1,190,143,241,3
2021-07-25,2021,New England Revolution,CF Montreal,2,1,-227,574,388,1
2021-07-25,2021,New York City,Orlando City,5,0,-200,516,344,1
2021-07-24,2021,Los Angeles FC,Vancouver Whitecaps,2,2,-500,1118,639,3
2021-07-24,2021,Real Salt Lake,Colorado Rapids,3,0,129,217,237,1
2021-07-24,2021,San Jose Earthquakes,Houston Dynamo,1,1,124,214,249,3
2021-07-24,2021,FC Dallas,Los Angeles Galaxy,4,0,-108,266,282,1
2021-07-24,2021,Nashville SC,FC Cincinnati,3,0,-161,475,286,1
2021-07-24,2021,Chicago Fire,Toronto FC,1,2,110,214,289,2
2021-07-24,2021,Minnesota United,Portland Timbers,2,1,-172,415,344,1
2021-07-24,2021,Atlanta Utd,Columbus Crew,0,1,112,243,247,2
2021-07-22,2021,Austin FC,Seattle Sounders,0,1,-154,429,294,2
2021-07-22,2021,Orlando City,Philadelphia Union,2,1,100,271,256,1
2021-07-21,2021,Portland Timbers,Los Angeles FC,2,1,245,-104,301,1
2021-07-21,2021,Real Salt Lake,Los Angeles Galaxy,2,2,-109,279,273,3
2021-07-21,2021,Colorado Rapids,FC Dallas,2,0,-179,442,342,1
2021-07-21,2021,Sporting Kansas City,San Jose Earthquakes,1,1,-204,505,367,3
2021-07-21,2021,Chicago Fire,DC United,2,2,124,206,260,3
2021-07-21,2021,FC Cincinnati,Atlanta Utd,1,1,118,229,247,3
2021-07-21,2021,Columbus Crew,Nashville SC,0,0,122,234,233,3
2021-07-21,2021,Inter Miami,New England Revolution,0,5,156,169,243,2
2021-07-21,2021,New York City,CF Montreal,1,0,-238,598,390,1
2021-07-21,2021,Toronto FC,New York Red Bulls,1,1,114,219,269,3
2021-07-20,2021,Vancouver Whitecaps,Houston Dynamo,0,0,177,147,248,3
2021-07-18,2021,Minnesota United,Seattle Sounders,1,0,-111,277,289,1
2021-07-17,2021,Los Angeles FC,Real Salt Lake,2,1,-278,744,400,1
2021-07-17,2021,Portland Timbers,FC Dallas,1,0,-116,299,282,1
2021-07-17,2021,Vancouver Whitecaps,Los Angeles Galaxy,2,1,200,125,262,1
2021-07-17,2021,Colorado Rapids,San Jose Earthquakes,1,1,-250,612,405,3
2021-07-17,2021,Nashville SC,Chicago Fire,5,1,-135,368,279,1
2021-07-17,2021,CF Montreal,FC Cincinnati,5,4,100,254,269,1
2021-07-17,2021,Columbus Crew,New York City,2,1,218,120,254,1
2021-07-17,2021,Philadelphia Union,DC United,2,1,-102,273,257,1
2021-07-17,2021,Toronto FC,Orlando City,1,1,143,165,275,3
2021-07-17,2021,Atlanta Utd,New England Revolution,0,1,276,-115,295,2
2021-07-09,2021,FC Cincinnati,Columbus Crew,2,2,139,210,225,3
2021-07-08,2021,Nashville SC,Atlanta Utd,2,2,-179,516,305,3
2021-07-08,2021,New York Red Bulls,Philadelphia Union,1,1,118,220,260,3
2021-07-07,2021,Los Angeles Galaxy,FC Dallas,3,1,-118,288,298,1
2021-07-07,2021,Vancouver Whitecaps,Real Salt Lake,0,4,313,-110,250,2
2021-07-07,2021,Austin FC,Los Angeles FC,0,2,190,133,262,2
2021-07-07,2021,Colorado Rapids,Minnesota United,2,0,-116,281,297,1
2021-07-07,2021,Seattle Sounders,Houston Dynamo,2,0,-119,305,280,1
2021-07-07,2021,Chicago Fire,Orlando City,3,1,108,225,279,1
2021-07-07,2021,CF Montreal,New York City,2,1,326,-133,308,1
2021-07-07,2021,New England Revolution,Toronto FC,2,3,-204,482,370,2
2021-07-04,2021,Los Angeles Galaxy,Sporting Kansas City,0,2,163,149,271,2
2021-07-04,2021,Colorado Rapids,Seattle Sounders,1,1,102,252,268,3
2021-07-04,2021,FC Dallas,Vancouver Whitecaps,2,2,-143,367,299,3
2021-07-03,2021,Real Salt Lake,Los Angeles FC,0,1,218,112,272,2
2021-07-03,2021,Houston Dynamo,FC Cincinnati,1,1,-108,280,267,3
2021-07-03,2021,Chicago Fire,Atlanta Utd,3,0,-112,303,271,1
2021-07-03,2021,Minnesota United,San Jose Earthquakes,2,2,-185,459,347,3
2021-07-03,2021,Nashville SC,Philadelphia Union,1,0,110,271,229,1
2021-07-03,2021,CF Montreal,Inter Miami,1,0,175,154,238,1
2021-07-03,2021,Orlando City,New York Red Bulls,1,2,-154,384,317,2
2021-07-03,2021,DC United,Toronto FC,7,1,-116,326,260,1
2021-07-03,2021,Columbus Crew,New England Revolution,2,2,163,161,246,3
2021-07-01,2021,Austin FC,Portland Timbers,4,1,122,222,248,1
2021-06-27,2021,FC Dallas,New England Revolution,2,1,240,106,271,1
2021-06-27,2021,Austin FC,Columbus Crew,0,0,170,165,229,3
2021-06-27,2021,New York City,DC United,2,1,-164,451,301,1
2021-06-27,2021,Atlanta Utd,New York Red Bulls,0,0,100,273,254,3
2021-06-26,2021,Portland Timbers,Minnesota United,0,1,108,233,273,2
2021-06-26,2021,San Jose Earthquakes,Los Angeles Galaxy,1,3,114,206,287,2
2021-06-26,2021,Seattle Sounders,Vancouver Whitecaps,2,2,-217,635,334,3
2021-06-26,2021,Nashville SC,CF Montreal,1,1,-161,480,283,3
2021-06-26,2021,Chicago Fire,Philadelphia Union,3,3,131,188,268,3
2021-06-26,2021,Real Salt Lake,Houston Dynamo,1,1,104,263,249,3
2021-06-26,2021,Toronto FC,FC Cincinnati,0,2,100,259,263,2
2021-06-26,2021,Sporting Kansas City,Los Angeles FC,2,1,100,242,287,1
2021-06-25,2021,Inter Miami,Orlando City,1,2,243,108,252,2
2021-06-23,2021,Los Angeles FC,FC Dallas,2,0,-303,761,440,1
2021-06-23,2021,Vancouver Whitecaps,Los Angeles Galaxy,1,2,212,120,263,2
2021-06-23,2021,Seattle Sounders,Real Salt Lake,2,1,-147,401,288,1
2021-06-23,2021,Houston Dynamo,Portland Timbers,2,2,-120,298,295,3
2021-06-23,2021,Nashville SC,Toronto FC,3,2,106,267,242,1
2021-06-23,2021,Sporting Kansas City,Colorado Rapids,3,1,-145,359,316,1
2021-06-23,2021,CF Montreal,DC United,0,0,170,161,238,3
2021-06-23,2021,Chicago Fire,FC Cincinnati,0,1,-130,330,294,2
2021-06-23,2021,Minnesota United,Austin FC,2,0,-130,321,301,1
2021-06-23,2021,New York City,Atlanta Utd,1,0,-175,453,328,1
2021-06-23,2021,Philadelphia Union,Columbus Crew,1,0,-123,338,269,1
2021-06-23,2021,New England Revolution,New York Red Bulls,3,2,-182,480,325,1
