date,season,home,away,home_score,away_score,home_win_price,away_win_price,draw_price,outcome
2008-06-21,2008,Toronto FC,Sporting Kansas City,0,0,-123,324,237,3
2008-06-19,2008,Chivas USA,Chicago Fire,2,0,129,195,225,1
2008-06-18,2008,Real Salt Lake,San Jose Earthquakes,0,0,-141,376,252,3
2008-06-18,2008,New England Revolution,New York Red Bulls,1,1,-149,401,258,3
2008-06-15,2008,FC Dallas,Chicago Fire,1,0,158,150,220,1
2008-06-14,2008,Chivas USA,Real Salt Lake,0,1,-159,440,250,2
2008-06-14,2008,San Jose Earthquakes,Los Angeles Galaxy,0,3,186,129,233,2
2008-06-14,2008,Sporting Kansas City,Columbus Crew,0,3,102,242,233,2
2008-06-14,2008,DC United,New York Red Bulls,4,1,-111,286,239,1
2008-06-14,2008,Toronto FC,Colorado Rapids,3,1,102,256,224,1
2008-06-12,2008,Houston Dynamo,New England Revolution,0,2,116,216,229,2
2008-06-08,2008,Houston Dynamo,Toronto FC,3,1,-114,293,239,1
2008-06-07,2008,Los Angeles Galaxy,Colorado Rapids,3,2,102,229,225,1
2008-06-07,2008,Real Salt Lake,Sporting Kansas City,0,0,106,216,224,3
2008-06-07,2008,Chicago Fire,DC United,1,2,-137,346,240,2
2008-06-07,2008,Columbus Crew,San Jose Earthquakes,0,2,-179,434,252,2
2008-06-06,2008,New England Revolution,FC Dallas,2,1,-139,372,245,1
2008-06-05,2008,New York Red Bulls,Chivas USA,1,0,110,217,221,1
2008-06-01,2008,Colorado Rapids,FC Dallas,2,1,104,227,225,1
2008-05-31,2008,Chivas USA,Columbus Crew,2,0,119,204,235,1
2008-05-31,2008,Real Salt Lake,San Jose Earthquakes,3,1,-132,342,245,1
2008-05-31,2008,Houston Dynamo,New York Red Bulls,1,0,106,239,227,1
2008-05-31,2008,Toronto FC,Los Angeles Galaxy,2,0,125,206,220,1
2008-05-29,2008,New England Revolution,DC United,2,2,-141,371,246,3
2008-05-28,2008,FC Dallas,Houston Dynamo,2,2,144,186,217,3
2008-05-25,2008,New York Red Bulls,Chicago Fire,1,5,112,220,227,2
2008-05-24,2008,Los Angeles Galaxy,Sporting Kansas City,3,1,-110,277,242,1
2008-05-24,2008,Colorado Rapids,Chivas USA,1,2,102,242,225,2
2008-05-24,2008,FC Dallas,Real Salt Lake,2,1,-112,285,239,1
2008-05-24,2008,Columbus Crew,New England Revolution,0,1,118,206,225,2
2008-05-24,2008,DC United,Toronto FC,3,2,102,252,231,1
2008-05-22,2008,San Jose Earthquakes,Houston Dynamo,2,1,221,119,231,1
2008-05-21,2008,Toronto FC,DC United,1,0,124,196,227,1
2008-05-18,2008,FC Dallas,Los Angeles Galaxy,1,5,110,221,233,2
2008-05-17,2008,Chivas USA,DC United,3,1,114,216,234,1
2008-05-17,2008,Chicago Fire,Houston Dynamo,1,2,110,223,225,2
2008-05-17,2008,New England Revolution,San Jose Earthquakes,2,0,-167,442,258,1
2008-05-17,2008,New York Red Bulls,Sporting Kansas City,1,1,-105,265,239,3
2008-05-17,2008,Toronto FC,Columbus Crew,0,0,145,170,225,3
2008-05-15,2008,Colorado Rapids,Real Salt Lake,2,0,-125,325,240,1
2008-05-11,2008,Chivas USA,New England Revolution,1,2,134,177,229,2
2008-05-10,2008,Los Angeles Galaxy,New York Red Bulls,1,2,117,204,234,2
2008-05-10,2008,San Jose Earthquakes,Columbus Crew,2,3,195,127,223,2
2008-05-10,2008,Real Salt Lake,FC Dallas,2,1,148,175,215,1
2008-05-10,2008,Houston Dynamo,Colorado Rapids,2,1,-108,268,237,1
2008-05-08,2008,DC United,Chicago Fire,0,2,102,225,222,2
2008-05-04,2008,Colorado Rapids,DC United,2,0,133,170,219,1
2008-05-03,2008,San Jose Earthquakes,FC Dallas,0,0,191,119,220,3
2008-05-03,2008,Real Salt Lake,Los Angeles Galaxy,2,2,123,197,224,3
2008-05-03,2008,Houston Dynamo,Chivas USA,0,0,100,231,220,3
2008-05-03,2008,Columbus Crew,Sporting Kansas City,2,1,-105,265,222,1
2008-05-03,2008,New England Revolution,Chicago Fire,0,3,117,243,208,2
2008-05-01,2008,Toronto FC,New York Red Bulls,1,1,140,167,220,3
2008-04-27,2008,New York Red Bulls,San Jose Earthquakes,2,0,-137,336,231,1
2008-04-26,2008,Los Angeles Galaxy,Chivas USA,5,2,173,154,216,1
2008-04-26,2008,Chicago Fire,Colorado Rapids,2,1,-114,309,224,1
2008-04-26,2008,Columbus Crew,Houston Dynamo,1,0,121,213,221,1
2008-04-26,2008,DC United,Real Salt Lake,4,1,-130,322,225,1
2008-04-26,2008,Toronto FC,Sporting Kansas City,2,0,138,179,225,1
2008-04-24,2008,FC Dallas,New England Revolution,0,1,123,198,231,2
2008-04-20,2008,Chivas USA,FC Dallas,0,2,-108,274,233,2
2008-04-20,2008,Chicago Fire,Sporting Kansas City,0,1,-101,260,229,2
2008-04-19,2008,Los Angeles Galaxy,Houston Dynamo,2,2,167,152,220,3
2008-04-19,2008,Colorado Rapids,San Jose Earthquakes,0,2,-164,413,244,2
2008-04-19,2008,New York Red Bulls,New England Revolution,1,1,129,179,215,3
2008-04-19,2008,Toronto FC,Real Salt Lake,1,0,119,210,223,1
2008-04-17,2008,DC United,Columbus Crew,1,2,-137,326,234,2
2008-04-13,2008,Los Angeles Galaxy,Toronto FC,2,3,-179,512,260,2
2008-04-12,2008,Real Salt Lake,DC United,4,0,200,114,217,1
2008-04-12,2008,FC Dallas,New York Red Bulls,2,0,112,204,219,1
2008-04-12,2008,Sporting Kansas City,Houston Dynamo,0,0,129,191,219,3
2008-04-12,2008,Columbus Crew,Chivas USA,4,3,146,173,220,1
2008-04-12,2008,New England Revolution,Colorado Rapids,0,1,-137,363,242,2
2008-04-12,2008,San Jose Earthquakes,Chicago Fire,0,1,152,156,211,2
2008-04-09,2008,Sporting Kansas City,New England Revolution,1,3,112,221,219,2
2008-04-06,2008,Houston Dynamo,FC Dallas,3,3,-119,298,238,3
2008-04-05,2008,Chivas USA,Real Salt Lake,3,1,-192,524,265,1
2008-04-05,2008,Sporting Kansas City,Colorado Rapids,3,2,100,250,229,1
2008-04-05,2008,DC United,Toronto FC,4,1,-227,550,274,1
2008-04-05,2008,New York Red Bulls,Columbus Crew,2,0,-105,248,222,1
2008-04-03,2008,Los Angeles Galaxy,San Jose Earthquakes,2,0,-143,338,238,1
2008-04-03,2008,Chicago Fire,New England Revolution,4,0,125,195,229,1
2008-03-30,2008,FC Dallas,Chivas USA,1,1,147,161,225,3
2008-03-29,2008,Colorado Rapids,Los Angeles Galaxy,4,0,135,171,215,1
2008-03-29,2008,Sporting Kansas City,DC United,2,0,152,149,218,1
2008-03-29,2008,New England Revolution,Houston Dynamo,3,0,112,206,219,1
2008-03-29,2008,Real Salt Lake,Chicago Fire,1,1,133,179,213,3
2008-03-29,2008,Columbus Crew,Toronto FC,2,0,-149,379,235,1
2007-11-18,2007,New England Revolution,Houston Dynamo,1,2,168,142,206,2
2007-11-10,2007,Houston Dynamo,Sporting Kansas City,2,0,-141,368,234,1
2007-11-08,2007,New England Revolution,Chicago Fire,1,0,-109,274,222,1
2007-11-03,2007,Chivas USA,Sporting Kansas City,0,0,-141,374,225,3
2007-11-03,2007,New England Revolution,New York Red Bulls,1,0,-114,288,223,1
2007-11-02,2007,Houston Dynamo,FC Dallas,2,1,-149,398,238,1
2007-11-01,2007,DC United,Chicago Fire,2,2,-145,386,236,3
2007-10-27,2007,FC Dallas,Houston Dynamo,1,0,172,136,210,1
2007-10-27,2007,Sporting Kansas City,Chivas USA,1,0,158,150,209,1
2007-10-27,2007,New York Red Bulls,New England Revolution,0,0,102,236,210,3
2007-10-25,2007,Chicago Fire,DC United,1,0,156,156,206,1
2007-10-21,2007,Chicago Fire,Los Angeles Galaxy,1,0,112,218,215,1
2007-10-20,2007,Chivas USA,Houston Dynamo,0,0,-114,294,214,3
2007-10-20,2007,Colorado Rapids,Real Salt Lake,0,1,-143,355,235,2
2007-10-20,2007,FC Dallas,Sporting Kansas City,0,2,-110,258,229,2
2007-10-20,2007,DC United,Columbus Crew,2,3,-233,595,290,2
2007-10-20,2007,Toronto FC,New England Revolution,2,2,213,108,222,3
2007-10-18,2007,Los Angeles Galaxy,New York Red Bulls,1,1,-116,305,238,3
2007-10-15,2007,Real Salt Lake,Houston Dynamo,0,1,221,104,224,2
2007-10-14,2007,Chivas USA,Colorado Rapids,1,2,-263,638,307,2
2007-10-13,2007,DC United,Chicago Fire,0,0,-222,519,296,3
2007-10-13,2007,Los Angeles Galaxy,Toronto FC,2,1,-200,525,269,1
2007-10-13,2007,New England Revolution,Columbus Crew,2,3,-164,421,245,2
2007-10-13,2007,New York Red Bulls,Sporting Kansas City,2,1,-116,288,221,1
2007-10-11,2007,FC Dallas,Chivas USA,0,0,144,167,217,3
2007-10-07,2007,Colorado Rapids,Toronto FC,1,0,-204,540,252,1
2007-10-07,2007,Houston Dynamo,Los Angeles Galaxy,1,2,-156,388,238,2
2007-10-06,2007,Chicago Fire,New England Revolution,2,1,149,154,214,1
2007-10-06,2007,Columbus Crew,FC Dallas,1,3,121,189,217,2
2007-10-06,2007,Real Salt Lake,Chivas USA,2,3,185,127,215,2
2007-10-05,2007,Sporting Kansas City,DC United,1,1,156,145,219,3
2007-10-04,2007,Toronto FC,New York Red Bulls,2,1,237,112,223,1
2007-09-30,2007,Columbus Crew,Los Angeles Galaxy,1,2,-112,269,220,2
2007-09-30,2007,FC Dallas,Houston Dynamo,0,3,147,162,211,2
2007-09-29,2007,Chivas USA,Chicago Fire,1,1,-200,480,265,3
2007-09-29,2007,DC United,Toronto FC,4,1,-333,713,351,1
2007-09-29,2007,New England Revolution,Colorado Rapids,1,0,-179,434,254,1
2007-09-29,2007,New York Red Bulls,Real Salt Lake,2,2,-175,430,252,3
2007-09-27,2007,Sporting Kansas City,Los Angeles Galaxy,0,1,-147,348,254,2
2007-09-23,2007,Los Angeles Galaxy,FC Dallas,2,1,172,136,206,1
2007-09-23,2007,Chicago Fire,DC United,1,1,177,131,210,3
2007-09-22,2007,Chivas USA,Sporting Kansas City,2,1,-137,320,233,1
2007-09-22,2007,New York Red Bulls,New England Revolution,2,2,134,179,202,3
2007-09-22,2007,Real Salt Lake,Colorado Rapids,1,0,159,154,213,1
2007-09-22,2007,Toronto FC,Columbus Crew,1,2,152,163,217,2
2007-09-20,2007,FC Dallas,Chicago Fire,1,1,-109,270,223,3
2007-09-19,2007,Real Salt Lake,Los Angeles Galaxy,2,2,118,190,220,3
2007-09-16,2007,Los Angeles Galaxy,Houston Dynamo,1,3,171,134,213,2
2007-09-16,2007,Colorado Rapids,Chivas USA,1,1,129,179,202,3
2007-09-15,2007,Chicago Fire,New York Red Bulls,2,2,120,195,210,3
2007-09-15,2007,New England Revolution,FC Dallas,4,2,-103,252,208,1
2007-09-15,2007,Sporting Kansas City,Columbus Crew,3,2,-130,305,227,1
2007-09-15,2007,Toronto FC,Real Salt Lake,0,0,-109,254,220,3
2007-09-13,2007,Chivas USA,Los Angeles Galaxy,3,0,-125,293,227,1
2007-09-12,2007,DC United,Real Salt Lake,2,1,-233,533,280,1
2007-09-09,2007,Chivas USA,New York Red Bulls,3,0,-109,254,225,1
2007-09-09,2007,DC United,New England Revolution,4,2,-102,233,223,1
2007-09-08,2007,Columbus Crew,Chicago Fire,0,1,106,212,220,2
2007-09-08,2007,FC Dallas,Toronto FC,2,0,-204,507,260,1
2007-09-08,2007,Houston Dynamo,Real Salt Lake,4,3,-233,543,278,1
2007-09-08,2007,Los Angeles Galaxy,Colorado Rapids,3,1,142,169,204,1
2007-09-06,2007,Chivas USA,DC United,2,2,131,181,213,3
2007-09-02,2007,Columbus Crew,Colorado Rapids,1,1,-103,237,220,3
2007-09-01,2007,FC Dallas,DC United,0,4,110,210,213,2
2007-09-01,2007,Houston Dynamo,Sporting Kansas City,1,1,-130,305,225,3
2007-09-01,2007,Los Angeles Galaxy,Real Salt Lake,1,2,-145,355,231,2
2007-09-01,2007,New York Red Bulls,Chicago Fire,1,0,-122,278,227,1
2007-08-29,2007,Real Salt Lake,Sporting Kansas City,3,1,187,125,220,1
2007-08-26,2007,Chivas USA,Real Salt Lake,1,0,-217,530,270,1
2007-08-26,2007,Colorado Rapids,Los Angeles Galaxy,3,0,-103,242,220,1
2007-08-25,2007,Chicago Fire,Sporting Kansas City,2,0,125,177,218,1
2007-08-25,2007,Houston Dynamo,Columbus Crew,1,1,-154,367,237,3
2007-08-25,2007,New England Revolution,New York Red Bulls,2,1,-108,247,223,1
2007-08-25,2007,Toronto FC,DC United,0,1,173,133,217,2
2007-08-23,2007,Los Angeles Galaxy,Chivas USA,0,3,114,210,218,2
2007-08-22,2007,DC United,New York Red Bulls,3,1,-109,250,225,1
2007-08-22,2007,Sporting Kansas City,Chicago Fire,3,2,-101,233,223,1
2007-08-19,2007,Houston Dynamo,FC Dallas,1,0,112,210,210,1
2007-08-19,2007,Sporting Kansas City,New England Revolution,0,1,131,175,210,2
2007-08-18,2007,Columbus Crew,DC United,0,2,129,179,210,2
2007-08-18,2007,New York Red Bulls,Los Angeles Galaxy,5,4,-109,252,218,1
2007-08-18,2007,Real Salt Lake,Chicago Fire,0,2,135,173,206,2
2007-08-18,2007,Toronto FC,Chivas USA,0,2,131,175,210,2
2007-08-16,2007,Colorado Rapids,New England Revolution,3,0,160,150,213,1
2007-08-12,2007,New England Revolution,Los Angeles Galaxy,1,0,104,313,181,1
2007-08-12,2007,New York Red Bulls,Toronto FC,3,0,-156,368,235,1
2007-08-11,2007,Colorado Rapids,Houston Dynamo,1,0,190,120,208,1
2007-08-11,2007,FC Dallas,Columbus Crew,3,2,-118,287,218,1
2007-08-09,2007,DC United,Los Angeles Galaxy,1,0,-114,277,225,1
2007-08-05,2007,Toronto FC,Los Angeles Galaxy,0,0,156,152,215,3
2007-08-05,2007,New England Revolution,DC United,0,3,-114,285,210,2
2007-08-04,2007,Chicago Fire,Columbus Crew,0,0,123,197,202,3
2007-08-04,2007,FC Dallas,Colorado Rapids,1,0,-139,357,220,1
2007-08-04,2007,Real Salt Lake,Houston Dynamo,1,0,320,-130,217,1
2007-08-02,2007,New England Revolution,Sporting Kansas City,2,0,106,237,212,1
2007-07-29,2007,Sporting Kansas City,Chivas USA,3,2,-116,263,225,1
2007-07-29,2007,Toronto FC,Chicago Fire,0,3,-105,242,222,2
2007-07-28,2007,Real Salt Lake,New England Revolution,1,2,204,114,212,2
2007-07-26,2007,New York Red Bulls,Chivas USA,0,2,-120,296,227,2
2007-07-22,2007,Sporting Kansas City,Colorado Rapids,2,2,-161,390,243,3
2007-07-22,2007,Columbus Crew,Toronto FC,2,0,-119,275,223,1
2007-07-22,2007,New York Red Bulls,DC United,1,0,123,177,222,1
2007-07-22,2007,New England Revolution,Houston Dynamo,3,3,120,183,220,3
2007-07-15,2007,Houston Dynamo,Toronto FC,0,0,-192,463,250,3
2007-07-14,2007,Chivas USA,Columbus Crew,2,1,-105,262,220,1
2007-07-14,2007,DC United,FC Dallas,3,3,-105,240,222,3
2007-07-14,2007,New York Red Bulls,New England Revolution,0,1,110,202,213,2
2007-07-14,2007,Sporting Kansas City,Real Salt Lake,1,0,-256,557,303,1
2007-07-12,2007,Chicago Fire,Houston Dynamo,0,4,150,175,220,2
2007-07-08,2007,Colorado Rapids,New York Red Bulls,0,1,150,160,204,2
2007-07-08,2007,Houston Dynamo,DC United,1,0,-109,254,210,1
2007-07-07,2007,Chicago Fire,Toronto FC,1,1,-108,248,220,3
2007-07-07,2007,Columbus Crew,Real Salt Lake,2,0,-149,353,238,1
2007-07-07,2007,Los Angeles Galaxy,Sporting Kansas City,2,2,131,175,218,3
2007-07-07,2007,New England Revolution,Chivas USA,1,1,-123,293,222,3
2007-07-05,2007,Houston Dynamo,New York Red Bulls,4,0,100,240,225,1
2007-07-04,2007,Colorado Rapids,Columbus Crew,0,0,120,192,215,3
2007-07-04,2007,FC Dallas,Chivas USA,2,0,-130,303,229,1
2007-07-04,2007,Los Angeles Galaxy,Chicago Fire,2,0,-122,291,227,1
2007-07-04,2007,Real Salt Lake,Toronto FC,1,2,106,215,220,2
2007-07-04,2007,Sporting Kansas City,DC United,0,1,114,197,220,2
2007-07-01,2007,Chicago Fire,Colorado Rapids,0,0,100,233,213,3
2007-07-01,2007,Sporting Kansas City,Toronto FC,1,1,-147,337,237,3
2007-06-30,2007,Chivas USA,New England Revolution,2,0,133,165,215,1
2007-06-30,2007,Columbus Crew,New York Red Bulls,1,0,137,165,213,1
2007-06-30,2007,FC Dallas,Houston Dynamo,0,0,110,206,215,3
2007-06-28,2007,DC United,Colorado Rapids,4,1,-156,344,240,1
2007-06-24,2007,Sporting Kansas City,Houston Dynamo,0,1,-109,245,225,2
2007-06-23,2007,Colorado Rapids,FC Dallas,0,1,123,185,218,2
2007-06-23,2007,Los Angeles Galaxy,Columbus Crew,2,3,-122,281,237,2
2007-06-23,2007,New England Revolution,Toronto FC,3,0,-143,333,240,1
2007-06-23,2007,Real Salt Lake,DC United,2,1,206,110,222,1
2007-06-21,2007,Houston Dynamo,Chivas USA,4,0,104,229,223,1
2007-06-20,2007,Columbus Crew,Sporting Kansas City,2,1,184,121,220,1
2007-06-17,2007,Los Angeles Galaxy,Real Salt Lake,3,2,-115,280,218,1
2007-06-17,2007,Toronto FC,FC Dallas,4,0,150,150,217,1
2007-06-16,2007,Chivas USA,Colorado Rapids,2,0,-125,292,231,1
2007-06-16,2007,DC United,Chicago Fire,3,1,-133,303,229,1
2007-06-16,2007,New England Revolution,Columbus Crew,3,3,-145,341,240,3
2007-06-16,2007,New York Red Bulls,Sporting Kansas City,3,3,-105,237,225,3
2007-06-14,2007,Real Salt Lake,FC Dallas,0,1,165,135,215,2
2007-06-10,2007,Columbus Crew,Houston Dynamo,1,2,125,177,215,2
2007-06-10,2007,DC United,New York Red Bulls,4,2,125,181,213,1
2007-06-09,2007,Chicago Fire,Chivas USA,0,1,108,217,217,2
2007-06-09,2007,FC Dallas,Los Angeles Galaxy,3,1,-133,311,227,1
2007-06-07,2007,Houston Dynamo,Colorado Rapids,2,1,100,225,225,1
2007-06-06,2007,Toronto FC,New York Red Bulls,1,2,181,121,222,2
2007-06-03,2007,Chicago Fire,Columbus Crew,3,2,-119,273,222,1
2007-06-03,2007,Houston Dynamo,FC Dallas,2,1,114,200,215,1
2007-06-02,2007,New England Revolution,Real Salt Lake,0,0,-213,509,265,3
2007-06-02,2007,Los Angeles Galaxy,DC United,0,0,114,199,213,3
2007-06-02,2007,Sporting Kansas City,New York Red Bulls,3,2,125,186,208,1
2007-06-02,2007,Toronto FC,Colorado Rapids,2,1,167,136,213,1
2007-05-27,2007,Chicago Fire,Real Salt Lake,0,0,-154,365,243,3
2007-05-26,2007,Chivas USA,FC Dallas,2,0,133,177,202,1
2007-05-26,2007,Colorado Rapids,Los Angeles Galaxy,1,0,-109,252,217,1
2007-05-26,2007,Columbus Crew,Toronto FC,2,2,-123,295,217,3
2007-05-26,2007,DC United,Houston Dynamo,2,1,-111,265,215,1
2007-05-26,2007,New England Revolution,Sporting Kansas City,3,4,-108,262,212,2
2007-05-24,2007,New York Red Bulls,Chicago Fire,3,0,-137,330,223,1
2007-05-20,2007,FC Dallas,Real Salt Lake,2,1,-149,347,240,1
2007-05-20,2007,Chivas USA,Los Angeles Galaxy,1,1,150,158,210,3
2007-05-19,2007,Colorado Rapids,Sporting Kansas City,1,1,117,197,210,3
2007-05-19,2007,Houston Dynamo,New England Revolution,0,1,114,200,220,2
2007-05-19,2007,New York Red Bulls,Columbus Crew,4,0,-125,283,229,1
2007-05-19,2007,Toronto FC,DC United,1,2,185,120,220,2
2007-05-17,2007,Chicago Fire,FC Dallas,1,2,108,213,220,2
2007-05-16,2007,Toronto FC,Houston Dynamo,1,0,210,110,220,1
2007-05-13,2007,New York Red Bulls,Colorado Rapids,0,1,-132,322,222,2
2007-05-12,2007,Columbus Crew,Chivas USA,1,1,114,211,204,3
2007-05-12,2007,Los Angeles Galaxy,New England Revolution,2,3,131,179,208,2
2007-05-12,2007,Sporting Kansas City,FC Dallas,1,2,-112,265,217,2
2007-05-12,2007,Toronto FC,Chicago Fire,3,1,223,106,212,1
2007-05-10,2007,Colorado Rapids,Real Salt Lake,1,1,-139,320,225,3
2007-05-06,2007,New England Revolution,Chicago Fire,3,1,110,215,210,1
2007-05-06,2007,DC United,Chivas USA,2,1,-105,248,220,1
2007-05-05,2007,Colorado Rapids,Houston Dynamo,1,3,110,220,210,2
2007-05-05,2007,Real Salt Lake,New York Red Bulls,3,3,174,135,215,3
2007-05-05,2007,Sporting Kansas City,Columbus Crew,1,0,100,240,215,1
2007-05-03,2007,DC United,New England Revolution,1,1,125,190,204,3
2007-04-30,2007,Real Salt Lake,Colorado Rapids,0,2,127,174,217,2
2007-04-29,2007,Houston Dynamo,Chicago Fire,0,1,104,215,217,2
2007-04-29,2007,FC Dallas,New England Revolution,0,1,100,235,220,2
2007-04-28,2007,Columbus Crew,DC United,1,0,136,169,210,1
2007-04-28,2007,Los Angeles Galaxy,Chivas USA,3,1,145,154,215,1
2007-04-28,2007,Toronto FC,Sporting Kansas City,0,1,250,-110,223,2
2007-04-26,2007,FC Dallas,New York Red Bulls,0,1,106,221,213,2
2007-04-25,2007,Sporting Kansas City,Toronto FC,3,0,-192,442,258,1
2007-04-22,2007,FC Dallas,Colorado Rapids,3,1,-122,295,220,1
2007-04-21,2007,Chicago Fire,Sporting Kansas City,2,1,-120,292,215,1
2007-04-21,2007,Chivas USA,Real Salt Lake,4,0,-122,280,220,1
2007-04-21,2007,New York Red Bulls,Houston Dynamo,1,0,-120,275,225,1
2007-04-19,2007,Columbus Crew,New England Revolution,2,2,133,173,212,3
2007-04-15,2007,Colorado Rapids,Chicago Fire,1,1,122,198,202,3
2007-04-15,2007,New York Red Bulls,FC Dallas,3,0,129,175,213,1
2007-04-14,2007,DC United,Sporting Kansas City,2,4,-154,369,237,2
2007-04-14,2007,Houston Dynamo,Chivas USA,1,0,-114,263,223,1
2007-04-14,2007,New England Revolution,Toronto FC,4,0,-172,425,240,1
2007-04-14,2007,Real Salt Lake,Columbus Crew,0,0,-106,252,217,3
2007-04-12,2007,Los Angeles Galaxy,FC Dallas,1,2,-109,258,215,2
2007-04-08,2007,Houston Dynamo,Los Angeles Galaxy,0,0,100,225,220,3
2007-04-07,2007,Chicago Fire,New England Revolution,1,0,106,220,215,1
2007-04-07,2007,Chivas USA,Toronto FC,2,0,-125,290,229,1
2007-04-07,2007,Columbus Crew,New York Red Bulls,0,0,131,179,213,3
2007-04-07,2007,Real Salt Lake,FC Dallas,2,2,150,154,208,3
2007-04-07,2007,Colorado Rapids,DC United,2,1,133,175,210,1
2006-11-12,2006,Houston Dynamo,New England Revolution,2,1,154,154,200,3
2006-11-05,2006,Houston Dynamo,Colorado Rapids,3,1,-109,240,220,1
2006-11-05,2006,DC United,New England Revolution,0,1,-118,272,223,2
2006-10-29,2006,DC United,New York Red Bulls,1,1,-159,371,242,3
2006-10-29,2006,Houston Dynamo,Chivas USA,2,0,-111,260,215,1
2006-10-28,2006,FC Dallas,Colorado Rapids,1,2,-149,353,238,2
2006-10-28,2006,New England Revolution,Chicago Fire,2,1,-105,252,212,1
2006-10-22,2006,Chivas USA,Houston Dynamo,2,1,129,185,200,1
2006-10-22,2006,Chicago Fire,New England Revolution,1,0,123,195,204,1
2006-10-21,2006,Colorado Rapids,FC Dallas,1,2,142,170,197,2
2006-10-21,2006,New York Red Bulls,DC United,0,1,142,170,197,2
2006-10-15,2006,Chivas USA,Real Salt Lake,1,1,-111,262,222,3
2006-10-15,2006,DC United,Chicago Fire,2,3,-115,270,220,2
2006-10-14,2006,Houston Dynamo,Colorado Rapids,3,3,-111,260,210,3
2006-10-14,2006,Los Angeles Galaxy,FC Dallas,5,2,133,173,213,1
2006-10-14,2006,New England Revolution,Columbus Crew,1,0,-143,334,237,1
2006-10-14,2006,New York Red Bulls,Sporting Kansas City,3,2,116,200,213,1
2006-10-07,2006,Chicago Fire,Columbus Crew,1,4,-154,365,233,2
2006-10-07,2006,Colorado Rapids,New York Red Bulls,1,1,100,227,218,3
2006-10-07,2006,DC United,New England Revolution,1,2,-127,309,220,2
2006-10-07,2006,FC Dallas,Los Angeles Galaxy,2,1,-127,292,229,1
2006-10-07,2006,Real Salt Lake,Houston Dynamo,1,1,125,175,220,3
2006-10-07,2006,Sporting Kansas City,Chivas USA,2,1,100,243,217,1
2006-09-30,2006,Columbus Crew,FC Dallas,3,1,185,127,204,1
2006-09-30,2006,Houston Dynamo,DC United,1,0,131,181,204,1
2006-09-30,2006,Los Angeles Galaxy,Chivas USA,3,0,137,173,204,1
2006-09-30,2006,New England Revolution,Colorado Rapids,3,1,100,238,210,1
2006-09-30,2006,New York Red Bulls,Chicago Fire,1,0,120,199,206,1
2006-09-30,2006,Sporting Kansas City,Real Salt Lake,3,3,-102,242,213,3
2006-09-23,2006,Chicago Fire,Los Angeles Galaxy,2,1,-118,272,223,1
2006-09-23,2006,Chivas USA,Colorado Rapids,1,0,102,229,215,1
2006-09-23,2006,Columbus Crew,Houston Dynamo,1,1,165,142,204,3
2006-09-23,2006,DC United,New York Red Bulls,4,3,-147,350,229,1
2006-09-23,2006,FC Dallas,Real Salt Lake,2,1,-139,330,227,1
2006-09-23,2006,New England Revolution,Sporting Kansas City,1,1,-103,240,218,3
2006-09-20,2006,New York Red Bulls,New England Revolution,0,2,127,179,210,2
2006-09-17,2006,Houston Dynamo,Chivas USA,0,0,110,210,210,3
2006-09-17,2006,Chicago Fire,DC United,1,0,140,167,204,1
2006-09-16,2006,Los Angeles Galaxy,Colorado Rapids,0,0,100,233,213,3
2006-09-16,2006,New York Red Bulls,Columbus Crew,1,0,-102,245,210,1
2006-09-16,2006,Real Salt Lake,FC Dallas,3,2,158,150,204,1
2006-09-13,2006,Colorado Rapids,Chicago Fire,1,0,123,183,213,1
2006-09-13,2006,FC Dallas,Chivas USA,0,1,-147,345,233,2
2006-09-13,2006,New England Revolution,DC United,1,1,150,150,210,3
2006-09-10,2006,Los Angeles Galaxy,Houston Dynamo,1,2,117,204,204,2
2006-09-09,2006,Chivas USA,FC Dallas,1,1,147,156,210,3
2006-09-09,2006,Columbus Crew,Chicago Fire,1,2,148,154,208,2
2006-09-09,2006,DC United,Real Salt Lake,1,1,-167,383,247,3
2006-09-09,2006,New England Revolution,New York Red Bulls,1,0,106,218,210,1
2006-09-09,2006,Sporting Kansas City,Colorado Rapids,4,1,117,200,210,1
2006-09-03,2006,Chicago Fire,New York Red Bulls,2,1,-116,270,220,1
2006-09-03,2006,Chivas USA,DC United,1,2,147,158,208,2
2006-09-02,2006,Columbus Crew,New England Revolution,3,0,140,162,212,1
2006-09-02,2006,FC Dallas,Houston Dynamo,1,0,-116,270,223,1
2006-09-02,2006,Los Angeles Galaxy,Sporting Kansas City,2,1,100,227,217,1
2006-09-02,2006,Real Salt Lake,Colorado Rapids,0,1,112,212,208,2
2006-08-30,2006,Chicago Fire,Houston Dynamo,2,2,114,199,215,3
2006-08-30,2006,Colorado Rapids,FC Dallas,0,2,127,179,210,2
2006-08-30,2006,Real Salt Lake,Los Angeles Galaxy,1,0,158,148,208,1
2006-08-30,2006,Sporting Kansas City,New York Red Bulls,2,2,117,202,208,3
2006-08-27,2006,New England Revolution,Columbus Crew,1,0,-123,290,217,1
2006-08-27,2006,Sporting Kansas City,FC Dallas,1,0,147,161,204,1
2006-08-26,2006,Chicago Fire,Colorado Rapids,1,0,110,210,210,1
2006-08-26,2006,Chivas USA,Houston Dynamo,3,2,125,187,200,1
2006-08-26,2006,DC United,Los Angeles Galaxy,2,5,-141,340,233,2
